astro_beg,naut_beg,civ_beg,rise,set,civ_end,naut_end,astro_end
0411,0439,0507,0530,1824,1847,1915,1943
0411,0439,0506,0530,1824,1848,1915,1943
0411,0439,0506,0529,1825,1848,1916,1944
0411,0439,0506,0529,1825,1848,1916,1944
0410,0439,0506,0529,1825,1849,1916,1944
0410,0438,0506,0529,1826,1849,1917,1945
0410,0438,0506,0529,1826,1850,1917,1945
0410,0438,0506,0529,1826,1850,1917,1946
0410,0438,0506,0529,1827,1850,1918,1946
0410,0438,0506,0529,1827,1851,1918,1947
0410,0438,0506,0529,1827,1851,1919,1947
0410,0438,0506,0529,1828,1851,1919,1947
0409,0438,0506,0529,1828,1852,1919,1948
0409,0438,0506,0529,1828,1852,1920,1948
0409,0438,0506,0529,1829,1852,1920,1949
0409,0438,0506,0529,1829,1853,1920,1949
0409,0438,0506,0529,1829,1853,1921,1949
0410,0438,0506,0530,1830,1853,1921,1950
0410,0438,0506,0530,1830,1854,1921,1950
0410,0438,0506,0530,1830,1854,1922,1950
0410,0438,0506,0530,1830,1854,1922,1951
0410,0438,0506,0530,1831,1854,1922,1951
0410,0439,0507,0530,1831,1855,1923,1951
0410,0439,0507,0530,1831,1855,1923,1952
0410,0439,0507,0531,1831,1855,1923,1952
0410,0439,0507,0531,1832,1855,1923,1952
0411,0439,0507,0531,1832,1856,1924,1952
0411,0439,0507,0531,1832,1856,1924,1953
0411,0440,0508,0531,1832,1856,1924,1953
0411,0440,0508,0532,1833,1856,1924,1953
0411,0440,0508,0532,1833,1856,1924,1953
0412,0440,0508,0532,1833,1857,1925,1953
0412,0441,0509,0532,1833,1857,1925,1953
0412,0441,0509,0533,1833,1857,1925,1954
0413,0441,0509,0533,1833,1857,1925,1954
0413,0442,0509,0533,1834,1857,1925,1954
0413,0442,0510,0533,1834,1857,1925,1954
0414,0442,0510,0534,1834,1857,1925,1954
0414,0442,0510,0534,1834,1858,1925,1954
0414,0443,0511,0534,1834,1858,1925,1954
0415,0443,0511,0535,1834,1858,1926,1954
0415,0443,0511,0535,1834,1858,1926,1954
0415,0444,0512,0535,1834,1858,1926,1954
0416,0444,0512,0535,1834,1858,1926,1954
0416,0444,0512,0536,1834,1858,1925,1954
0416,0445,0512,0536,1834,1858,1925,1954
0417,0445,0513,0536,1834,1858,1925,1954
0417,0446,0513,0537,1834,1858,1925,1954
0418,0446,0513,0537,1834,1858,1925,1953
0418,0446,0514,0537,1834,1857,1925,1953
0418,0447,0514,0538,1834,1857,1925,1953
0419,0447,0514,0538,1834,1857,1925,1953
0419,0447,0515,0538,1834,1857,1925,1953
0420,0448,0515,0538,1834,1857,1924,1952
0420,0448,0515,0539,1834,1857,1924,1952
0421,0448,0516,0539,1833,1857,1924,1952
0421,0449,0516,0539,1833,1856,1924,1952
0421,0449,0516,0540,1833,1856,1923,1951
0422,0450,0517,0540,1833,1856,1923,1951
0422,0450,0517,0540,1833,1856,1923,1951
0423,0450,0517,0540,1832,1855,1923,1950
0423,0451,0518,0541,1832,1855,1922,1950
0423,0451,0518,0541,1832,1855,1922,1949
0424,0451,0518,0541,1832,1855,1921,1949
0424,0452,0519,0542,1831,1854,1921,1948
0425,0452,0519,0542,1831,1854,1921,1948
0425,0452,0519,0542,1831,1853,1920,1948
0426,0453,0520,0542,1830,1853,1920,1947
0426,0453,0520,0543,1830,1853,1919,1947
0426,0453,0520,0543,1830,1852,1919,1946
0427,0454,0520,0543,1829,1852,1918,1946
0427,0454,0521,0543,1829,1851,1918,1945
0427,0454,0521,0544,1828,1851,1917,1944
0428,0455,0521,0544,1828,1851,1917,1944
0428,0455,0521,0544,1828,1850,1916,1943
0429,0455,0522,0544,1827,1850,1916,1943
0429,0456,0522,0544,1827,1849,1915,1942
0429,0456,0522,0545,1826,1848,1915,1941
0430,0456,0522,0545,1826,1848,1914,1941
0430,0456,0523,0545,1825,1847,1914,1940
0430,0457,0523,0545,1825,1847,1913,1939
0431,0457,0523,0545,1824,1846,1912,1939
0431,0457,0523,0546,1823,1846,1912,1938
0431,0457,0523,0546,1823,1845,1911,1937
0431,0458,0524,0546,1822,1844,1910,1937
0432,0458,0524,0546,1822,1844,1910,1936
0432,0458,0524,0546,1821,1843,1909,1935
0432,0458,0524,0546,1821,1843,1908,1934
0433,0459,0524,0546,1820,1842,1908,1934
0433,0459,0525,0547,1819,1841,1907,1933
0433,0459,0525,0547,1819,1841,1906,1932
0433,0459,0525,0547,1818,1840,1906,1931
0434,0459,0525,0547,1817,1839,1905,1931
0434,0500,0525,0547,1817,1839,1904,1930
0434,0500,0525,0547,1816,1838,1903,1929
0434,0500,0525,0547,1815,1837,1903,1928
0434,0500,0526,0547,1815,1836,1902,1927
0435,0500,0526,0547,1814,1836,1901,1927
0435,0500,0526,0548,1813,1835,1900,1926
0435,0501,0526,0548,1813,1834,1900,1925
0435,0501,0526,0548,1812,1833,1859,1924
0435,0501,0526,0548,1811,1833,1858,1923
0436,0501,0526,0548,1810,1832,1857,1923
0436,0501,0526,0548,1810,1831,1856,1922
0436,0501,0526,0548,1809,1830,1856,1921
0436,0501,0526,0548,1808,1830,1855,1920
0436,0501,0527,0548,1807,1829,1854,1919
0436,0502,0527,0548,1807,1828,1853,1918
0436,0502,0527,0548,1806,1827,1852,1918
0437,0502,0527,0548,1805,1827,1852,1917
0437,0502,0527,0548,1804,1826,1851,1916
0437,0502,0527,0548,1804,1825,1850,1915
0437,0502,0527,0549,1803,1824,1849,1914
0437,0502,0527,0549,1802,1823,1848,1913
0437,0502,0527,0549,1801,1823,1848,1913
0437,0502,0527,0549,1800,1822,1847,1912
0437,0502,0527,0549,1800,1821,1846,1911
0437,0502,0527,0549,1759,1820,1845,1910
0438,0503,0527,0549,1758,1820,1844,1909
0438,0503,0528,0549,1757,1819,1844,1909
0438,0503,0528,0549,1757,1818,1843,1908
0438,0503,0528,0549,1756,1817,1842,1907
0438,0503,0528,0549,1755,1816,1841,1906
0438,0503,0528,0549,1754,1816,1841,1905
0438,0503,0528,0549,1754,1815,1840,1905
0438,0503,0528,0549,1753,1814,1839,1904
0438,0503,0528,0549,1752,1813,1838,1903
0438,0503,0528,0550,1751,1813,1838,1902
0438,0503,0528,0550,1751,1812,1837,1902
0439,0503,0528,0550,1750,1811,1836,1901
0439,0503,0528,0550,1749,1810,1835,1900
0439,0504,0528,0550,1748,1810,1835,1859
0439,0504,0529,0550,1748,1809,1834,1859
0439,0504,0529,0550,1747,1808,1833,1858
0439,0504,0529,0550,1746,1808,1833,1857
0439,0504,0529,0550,1745,1807,1832,1857
0439,0504,0529,0550,1745,1806,1831,1856
0439,0504,0529,0551,1744,1806,1830,1855
0439,0504,0529,0551,1743,1805,1830,1855
0439,0504,0529,0551,1743,1804,1829,1854
0440,0504,0529,0551,1742,1804,1829,1853
0440,0505,0530,0551,1741,1803,1828,1853
0440,0505,0530,0551,1741,1802,1827,1852
0440,0505,0530,0551,1740,1802,1827,1852
0440,0505,0530,0552,1740,1801,1826,1851
0440,0505,0530,0552,1739,1801,1826,1851
0440,0505,0530,0552,1738,1800,1825,1850
0440,0505,0531,0552,1738,1759,1825,1850
0441,0506,0531,0552,1737,1759,1824,1849
0441,0506,0531,0553,1737,1758,1823,1849
0441,0506,0531,0553,1736,1758,1823,1848
0441,0506,0531,0553,1736,1757,1823,1848
0441,0506,0532,0553,1735,1757,1822,1847
0441,0507,0532,0554,1735,1756,1822,1847
0442,0507,0532,0554,1734,1756,1821,1846
0442,0507,0532,0554,1734,1755,1821,1846
0442,0507,0533,0554,1733,1755,1820,1846
0442,0507,0533,0555,1733,1755,1820,1845
0442,0508,0533,0555,1732,1754,1820,1845
0443,0508,0533,0555,1732,1754,1819,1845
0443,0508,0534,0556,1731,1753,1819,1844
0443,0508,0534,0556,1731,1753,1819,1844
0443,0509,0534,0556,1731,1753,1818,1844
0444,0509,0535,0557,1730,1752,1818,1843
0444,0509,0535,0557,1730,1752,1818,1843
0444,0510,0535,0557,1730,1752,1817,1843
0444,0510,0536,0558,1729,1752,1817,1843
0445,0510,0536,0558,1729,1751,1817,1843
0445,0511,0536,0559,1729,1751,1817,1842
0445,0511,0537,0559,1729,1751,1817,1842
0446,0511,0537,0559,1728,1751,1817,1842
0446,0512,0537,0600,1728,1751,1816,1842
0446,0512,0538,0600,1728,1750,1816,1842
0447,0512,0538,0601,1728,1750,1816,1842
0447,0513,0539,0601,1728,1750,1816,1842
0447,0513,0539,0602,1728,1750,1816,1842
0448,0514,0540,0602,1727,1750,1816,1842
0448,0514,0540,0603,1727,1750,1816,1842
0448,0514,0540,0603,1727,1750,1816,1842
0449,0515,0541,0604,1727,1750,1816,1842
0449,0515,0541,0604,1727,1750,1816,1842
0450,0516,0542,0605,1727,1750,1816,1842
0450,0516,0542,0605,1727,1750,1816,1842
0451,0517,0543,0606,1727,1750,1816,1842
0451,0517,0543,0606,1727,1750,1816,1843
0451,0518,0544,0607,1727,1750,1817,1843
0452,0518,0544,0607,1728,1750,1817,1843
0452,0519,0545,0608,1728,1751,1817,1843
0453,0519,0545,0608,1728,1751,1817,1843
0453,0520,0546,0609,1728,1751,1817,1844
0454,0520,0547,0610,1728,1751,1818,1844
0454,0521,0547,0610,1728,1751,1818,1844
0455,0521,0548,0611,1728,1752,1818,1844
0455,0522,0548,0611,1729,1752,1818,1845
0456,0522,0549,0612,1729,1752,1819,1845
0456,0523,0549,0612,1729,1752,1819,1845
0457,0523,0550,0613,1729,1753,1819,1846
0457,0524,0550,0613,1730,1753,1820,1846
0458,0524,0551,0614,1730,1753,1820,1846
0458,0525,0551,0615,1730,1754,1820,1847
0459,0525,0552,0615,1731,1754,1821,1847
0459,0526,0552,0616,1731,1754,1821,1848
0500,0526,0553,0616,1732,1755,1822,1848
0500,0527,0554,0617,1732,1755,1822,1848
0501,0527,0554,0617,1732,1756,1822,1849
0501,0528,0555,0618,1733,1756,1823,1849
0502,0528,0555,0618,1733,1756,1823,1850
0502,0529,0556,0619,1734,1757,1824,1850
0503,0529,0556,0620,1734,1757,1824,1851
0503,0530,0557,0620,1735,1758,1825,1851
0504,0530,0557,0621,1735,1758,1825,1852
0504,0531,0558,0621,1736,1759,1826,1852
0505,0531,0558,0622,1736,1759,1826,1853
0505,0532,0559,0622,1737,1800,1827,1853
0506,0532,0559,0623,1737,1800,1827,1854
0506,0533,0600,0623,1738,1801,1828,1854
0507,0533,0600,0623,1738,1801,1828,1855
0507,0534,0601,0624,1739,1802,1829,1855
0508,0534,0601,0624,1739,1803,1829,1856
0508,0535,0601,0625,1740,1803,1830,1856
0509,0535,0602,0625,1740,1804,1830,1857
0509,0536,0602,0626,1741,1804,1831,1857
